SEQ,NRPATRIMONIO1,DESCRICAO,CODCLASSIFICACAO,NOME_SETOR,LOCALIZAÇÃO,VALOR,DATACADASTRO,DESC_ESTADO,NRNOTAFISCAL,NOMEUNIDADE,ESTADO
3269,118452,"FONE DE OUVIDO, 24 OHMS DE IMPEDÂNCIA, DRIVERS 40 MILIMETROS",33,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,B6 S608 NPD,150,02/01/2019,Bom,,GOI,B
3270,118453,"FONE DE OUVIDO, 24 OHMS DE IMPEDÂNCIA, DRIVERS 40 MILIMETROS",33,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,B6 S608 NPD,150,02/01/2019,Bom,,GOI,B
3271,118454,MIXER PORTÁTIL DE ÁUDIO 20HZ,33,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,B6 S608 NPD,"6920,48",02/01/2019,Bom,145,GOI,B
3272,118455,MEDIDOR DE PH PORTÁTIL (PHMÊTRO),8,COORDENAÇÃO ACADÊMICA,S604a ALMOXARIFADO LABS,1140,02/01/2019,Bom,,GOI,B
3273,118456,SISTEMA DE MICROFONE SEM FIO DE LAPELA PROFISSIONAS PARA TV,33,COORDENAÇÃO ACADÊMICA,B6 S608 NPD,3432,04/01/2019,Bom,,GOI,B
3274,118457,SISTEMA DE MICROFONE SEM FIO DE LAPELA PROFISSIONAS PARA TV,33,COORDENAÇÃO ACADÊMICA,B6 S608 NPD,3432,04/01/2019,Bom,,GOI,B
3275,118458,SLIDER DOLLY TRAVELING PARA CÂMERA DE VÍDEO,33,COORDENAÇÃO ACADÊMICA,B6 S608 NPD,"1167,88",04/01/2019,Bom,603,GOI,B
3276,118459,SLIDER DOLLY TRAVELING PARA CÂMERA DE VÍDEO,33,COORDENAÇÃO ACADÊMICA,B6 S609 LAB ESTUDIO,"1167,88",04/01/2019,Bom,603,GOI,B
3277,118460,INTERFACE DE ÁUDIO USB,33,COORDENAÇÃO ACADÊMICA,B6 S608 NPD,"608,5",01/02/2019,Bom,1785,GOI,B
3278,118461,"REFLETOR DE LUZ CONTÍNUA, TIPO FRESNEL",33,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,,980,01/02/2019,Bom,,GOI,B
3279,118462,"REFLETOR DE LUZ CONTÍNUA, TIPO FRESNEL",33,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,,980,01/02/2019,Bom,,GOI,B
3280,118463,"REFLETOR DE LUZ CONTÍNUA, TIPO FRESNEL",33,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,,980,01/02/2019,Bom,,GOI,B
3281,118464,"REFLETOR DE LUZ CONTÍNUA, TIPO FRESNEL",33,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,,980,01/02/2019,Bom,,GOI,B
3282,118465,"REFLETOR DE LUZ CONTÍNUA, TIPO FRESNEL",33,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,B6 S608 NPD,980,01/02/2019,Bom,,GOI,B
3283,118466,"REFLETOR DE LUZ CONTÍNUA, TIPO FRESNEL",33,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,,980,01/02/2019,Bom,,GOI,B
3284,118467,"REFLETOR DE LUZ CONTÍNUA, TIPO FRESNEL",33,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,,980,01/02/2019,Bom,,GOI,B
3285,118468,"REFLETOR DE LUZ CONTÍNUA, TIPO FRESNEL",33,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,,980,01/02/2019,Bom,,GOI,B
3286,118469,"REFLETOR DE LUZ CONTÍNUA, TIPO FRESNEL",33,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,B6 S609 LAB ESTUDIO,980,01/02/2019,Bom,,GOI,B
3287,118470,"REFLETOR DE LUZ CONTÍNUA, TIPO FRESNEL",33,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,,980,01/02/2019,Bom,,GOI,B
3288,118471,CHAPA AQUECEDORA PARA LABORATÓRIO,8,COORDENAÇÃO ACADÊMICA,S604 LAB BIOLOGIA,869,05/02/2019,Bom,,GOI,B
3289,118472,ESTUFA DE SECAGEM E ESTERILIZAÇÃO 336L,8,COORDENAÇÃO ACADÊMICA,S605 LAB QUIMICA,3407,05/02/2019,Bom,119,GOI,B
3290,118473,DESTILADOR DE ÁGUA TIPO PILSEN,8,COORDENAÇÃO ACADÊMICA,S605 LAB QUIMICA,1709,05/02/2019,Bom,4959,GOI,B
3291,118474,ESTUFA DE CULTURA BACTERIOLOGICA,34,COORDENAÇÃO ACADÊMICA,S604 LAB BIOLOGIA,1769,05/02/2019,Bom,4972,GOI,B
3292,118477,CÂMERA DE AÇÃO GOPRO HERO 5 CHDHX-502,33,COORDENAÇÃO ACADÊMICA,B6 S608 NPD,1705,15/02/2019,Bom,170,GOI,B
3293,118478,MONITOR DE VÍDEO,35,SETOR DE ADMINISTRAÇÃO DE TECNOLOGIA DA INFORMAÇÃO,,"90,49",19/02/2019,Bom,,GOI,B
3294,118479,MONITOR DE VÍDEO,35,SETOR DE ADMINISTRAÇÃO DE TECNOLOGIA DA INFORMAÇÃO,B1 CAC,"90,49",19/02/2019,Bom,,GOI,B
3295,118480,IMPRESSORA 3D CLIEVER CL2 - EDUCACIONAL,32,COORDENAÇÃO CURSO LICENCIATURA ARTES VISUAIS,B6 T602 ATELIE TRIDIMENSIONAL,4840,12/03/2019,Bom,364,GOI,B
3296,118481,TRIPÉ PARA ILUMINAÇÃO GREIKA WT-806,33,INVENTÁRIO,,"165,27",03/04/2019,Bom,3017,GOI,B
3297,118482,TRIPÉ PARA ILUMINAÇÃO GREIKA WT-806,33,INVENTÁRIO,B6 S609 LAB ESTUDIO,"165,27",03/04/2019,Bom,3017,GOI,B
3298,118483,TRIPÉ PARA ILUMINAÇÃO GREIKA WT-806,33,INVENTÁRIO,B6 S608 NPD,"165,27",03/04/2019,Bom,3107,GOI,B
3299,118484,TRIPÉ PARA ILUMINAÇÃO GREIKA WT-806,33,COORDENAÇÃO CURSO BACHARELADO EM CINEMA,B6 S608 NPD,"165,27",03/04/2019,Bom,3017,GOI,B
3300,118485,TRIPÉ PARA ILUMINAÇÃO GREIKA WT-806,33,COORDENAÇÃO CURSO BACHARELADO EM CINEMA,B6 S608 NPD,"165,27",03/04/2019,Bom,3107,GOI,B
3301,118486,TRIPÉ PARA ILUMINAÇÃO GREIKA WT-806,33,COORDENAÇÃO CURSO BACHARELADO EM CINEMA,B6 S608 NPD,"165,27",03/04/2019,Bom,3017,GOI,B
3302,118487,TRIPÉ PARA ILUMINAÇÃO GREIKA WT-806,33,COORDENAÇÃO CURSO BACHARELADO EM CINEMA,B6 S609 LAB ESTUDIO,"165,27",03/04/2019,Bom,3017,GOI,B
3303,118488,TRIPÉ PARA ILUMINAÇÃO GREIKA WT-806,33,COORDENAÇÃO CURSO BACHARELADO EM CINEMA,B6 S609 LAB ESTUDIO,"165,27",03/04/2019,Bom,3017,GOI,B
3304,118489,TRIPÉ PARA ILUMINAÇÃO GREIKA WT-806,33,COORDENAÇÃO CURSO BACHARELADO EM CINEMA,B6 S609 LAB ESTUDIO,"165,27",03/04/2019,Bom,3017,GOI,B
3305,118490,TRIPÉ PARA ILUMINAÇÃO GREIKA WT-806,33,COORDENAÇÃO CURSO BACHARELADO EM CINEMA,B6 S608 NPD,"165,27",03/04/2019,Bom,3017,GOI,B
3306,118491,TRIPÉ PARA ILUMINAÇÃO GREIKA WT-806,33,COORDENAÇÃO CURSO BACHARELADO EM CINEMA,B6 S608 NPD,"165,27",03/04/2019,Bom,3017,GOI,B
3307,118492,TRIPÉ PARA ILUMINAÇÃO GREIKA WT-806,33,COORDENAÇÃO CURSO BACHARELADO EM CINEMA,B6 S608 NPD,"165,27",03/04/2019,Bom,3017,GOI,B
3308,118493,TRIPÉ PARA ILUMINAÇÃO GREIKA WT-806,33,COORDENAÇÃO CURSO BACHARELADO EM CINEMA,B6 S608 NPD,"165,27",03/04/2019,Bom,3017,GOI,B
3309,118494,TRIPÉ PARA ILUMINAÇÃO GREIKA WT-806,33,COORDENAÇÃO CURSO BACHARELADO EM CINEMA,B6 S608 NPD,"165,27",03/04/2019,Bom,3017,GOI,B
3310,118495,TRIPÉ PARA ILUMINAÇÃO GREIKA WT-806,33,COORDENAÇÃO CURSO BACHARELADO EM CINEMA,B6 S608 NPD,"165,27",03/04/2019,Bom,3017,GOI,B
3311,118496,TRIPÉ PARA ILUMINAÇÃO GREIKA WT-806,33,COORDENAÇÃO CURSO BACHARELADO EM CINEMA,B6 S608 NPD,"165,27",03/04/2019,Bom,3017,GOI,B
3312,118497,TRIPÉ PARA ILUMINAÇÃO GREIKA WT-806,33,COORDENAÇÃO CURSO BACHARELADO EM CINEMA,B6 S608 NPD,"165,27",03/04/2019,Bom,3017,GOI,B
3313,118498,MESA DE REUNIÃO ARQUEADA 2700X1200X740MM,42,SALA DE REUNIÃO,SALA DE REUNIAO,1300,08/04/2019,Bom,3507,GOI,B
3314,118499,CADEIRA PRESIDENCIAL COM BRAÇO E APOIO DE CABEÇA,42,DIRETORIA GERAL,B1 DG,2150,08/04/2019,Bom,3507,GOI,B
3315,118500,LIVROS LINGUÍSTICA LETRAS E ARTES GD DIST 551 EXEMPLARES,18,BIBLIOTECA,,"17729,56",03/05/2019,Bom,34894,GOI,B
3316,118513,RADIO CASSETE PORTÁTIL COM TOCA CD,33,CAMPUS CID. GOIÁS,,"80,3",03/12/2018,Bom,,GOI,B
3317,118514,RADIO CASSETE PORTÁTIL COM TOCA CD,33,COORDENAÇÃO ACADÊMICA,,"80,3",03/12/2018,Bom,,GOI,B
3318,118515,RADIO CASSETE PORTÁTIL COM TOCA CD,33,COORDENAÇÃO ACADÊMICA,,"80,3",03/12/2018,Bom,,GOI,B
3319,118522,"MONITOR DE VÍDEO / DE 20 POLEGADAS, LCD, WIDESCREEN",35,COORDENAÇÃO ACADÊMICA,,"90,49",22/08/2018,Bom,,GOI,B
3320,118523,"MONITOR DE VÍDEO / DE 20 POLEGADAS, LCD, WIDESCREEN",35,COORDENAÇÃO ACADÊMICA,B6 S602 LAB EDICAO DE VIDEO,"90,49",22/08/2018,Bom,,GOI,B
3321,118524,"MONITOR DE VÍDEO / DE 20 POLEGADAS, LCD, WIDESCREEN",35,COORDENAÇÃO CURSO TECNICO INTEGRADO AUDIO E VIDEO,,"90,49",22/08/2018,Bom,,GOI,B
3322,118525,"MONITOR DE VÍDEO / DE 20 POLEGADAS, LCD, WIDESCREEN",35,"GERÊNCIA DE PESQUISA, PÓS-GRADUAÇÃO E EXTENSÃO",SALA DA TI,"90,49",22/08/2018,Bom,,GOI,B
3323,118526,"MONITOR DE VÍDEO / DE 20 POLEGADAS, LCD, WIDESCREEN",35,COORDENAÇÃO ACADÊMICA,,"90,49",22/08/2018,Bom,,GOI,B
3324,118527,"MONITOR DE VÍDEO / DE 20 POLEGADAS, LCD, WIDESCREEN",35,COORDENAÇÃO ACADÊMICA,B6 S602 LAB EDICAO DE VIDEO,"90,49",22/08/2018,Bom,,GOI,B
3325,118528,"MONITOR DE VÍDEO / DE 20 POLEGADAS, LCD, WIDESCREEN",35,COORDENAÇÃO CURSO LICENCIATURA ARTES VISUAIS,B6T SALA COORD ARTES - RECEPO,"90,49",22/08/2018,Bom,,GOI,B
3326,118529,"MONITOR DE VÍDEO / DE 20 POLEGADAS, LCD, WIDESCREEN",35,COORDENAÇÃO ACADÊMICA,TI,"90,49",22/08/2018,Bom,,GOI,B
3327,118530,"MONITOR DE VÍDEO / DE 20 POLEGADAS, LCD, WIDESCREEN",35,COORDENAÇÃO ACADÊMICA,,"90,49",22/08/2018,Bom,,GOI,B
3328,118531,"MONITOR DE VÍDEO / DE 20 POLEGADAS, LCD, WIDESCREEN",35,COORDENAÇÃO ACADÊMICA,,"90,49",22/08/2018,Bom,,GOI,B
3329,118532,"MONITOR DE VÍDEO / DE 20 POLEGADAS, LCD, WIDESCREEN",35,COORDENAÇÃO ACADÊMICA,,"90,49",22/08/2018,Bom,,GOI,B
3330,118533,"MONITOR DE VÍDEO / DE 20 POLEGADAS, LCD, WIDESCREEN",35,COORDENAÇÃO ACADÊMICA,,"90,49",22/08/2018,Bom,,GOI,B
3331,118534,"MONITOR DE VÍDEO / DE 20 POLEGADAS, LCD, WIDESCREEN",35,COORDENAÇÃO ACADÊMICA,,"90,49",22/08/2018,Bom,,GOI,B
3332,118535,"MONITOR DE VÍDEO / DE 20 POLEGADAS, LCD, WIDESCREEN",35,COORDENAÇÃO ACADÊMICA,TI,"90,49",22/08/2018,Bom,,GOI,B
3333,118536,"MONITOR DE VÍDEO / DE 20 POLEGADAS, LCD, WIDESCREEN",35,COORDENAÇÃO ACADÊMICA,,"90,49",22/08/2018,Bom,,GOI,B
3334,118537,"MONITOR DE VÍDEO / DE 20 POLEGADAS, LCD, WIDESCREEN",35,COORDENAÇÃO ACADÊMICA,,"90,49",22/08/2018,Bom,,GOI,B
3335,118538,"MONITOR DE VÍDEO / DE 20 POLEGADAS, LCD, WIDESCREEN",35,COORDENAÇÃO DE COMUNICAÇÃO E EVENTOS,B1 CCS,"90,49",22/08/2018,Bom,,GOI,B
3336,118539,"MONITOR DE VÍDEO / DE 20 POLEGADAS, LCD, WIDESCREEN",35,COORDENAÇÃO ACADÊMICA,,"90,49",22/08/2018,Bom,,GOI,B
3337,118542,"MONITOR DE VÍDEO / DE 20 POLEGADAS, LCD, WIDESCREEN",35,COORDENAÇÃO ACADÊMICA,,"90,49",22/08/2018,Bom,,GOI,B
3338,118543,"MONITOR DE VÍDEO / DE 20 POLEGADAS, LCD, WIDESCREEN",35,SETOR DE ADMINISTRAÇÃO DE TECNOLOGIA DA INFORMAÇÃO,,"90,49",22/08/2018,Bom,,GOI,B
3339,118544,LIVRO TCU - POLÍTICA DE GESTÃO PÚBLICA INTEGRAGA,18,BIBLIOTECA,,"33,81",15/08/2018,Bom,,GOI,B
3340,118545,LIVRO TCU - DICIONÁRIO DE CONTABILIDADE,18,BIBLIOTECA,,"0,01",15/08/2018,Bom,,GOI,B
3341,118546,LIVRO TCU - DICIONÁRIO PORTUGUÊS - ALEMÃO,18,BIBLIOTECA,,"0,01",15/08/2018,Bom,,GOI,B
3342,118547,LIVRO TCU - NOVO DICIONÁRIO LATINO - PORTUGUÊS,18,BIBLIOTECA,,"0,01",15/08/2018,Bom,,GOI,B
3343,118548,LIVRO TCU - PLANEJAMENTO E CONTROLE DE PROJETOS,18,BIBLIOTECA,,"14,8",15/08/2018,Bom,,GOI,B
3344,118549,LIVRO TCU - GERENCIAMENTO DE PROJETOS,18,BIBLIOTECA,,"28,12",15/08/2018,Bom,,GOI,B
3345,118550,LIVRO TCU -  ADMINISTRAÇÃO DE PROJETOS,18,BIBLIOTECA,,"20,72",15/08/2018,Bom,,GOI,B
3346,118551,LIVRO TCU - TECNOLOGIA DE EDIFICAÇÕES,18,BIBLIOTECA,,"48,45",15/08/2018,Bom,,GOI,B
3347,118552,LIVRO TCU - DICIONÁRIO DE INFORMÁTICA,18,BIBLIOTECA,,"0,01",15/08/2018,Bom,,GOI,B
3348,118553,GLOSSÁRIO DE INFORMÁTICA,18,BIBLIOTECA,,"0,01",15/08/2018,Bom,,GOI,B
3349,118554,LIVRO TCU - MANUAL DE INSTALAÇÕES HIDRÁULICAS,18,BIBLIOTECA,,"0,01",15/08/2018,Bom,,GOI,B
3350,118555,LIVRO TCU - DICIONÁRIO DE ECONOMIA,18,BIBLIOTECA,,"0,01",15/08/2018,Bom,,GOI,B
3351,118556,LIVRO TCU - DICIONÁRIO HOUAISS - VERBOS,18,BIBLIOTECA,,"47,64",15/08/2018,Bom,,GOI,B
3352,118557,LIVRO TCU - DICIONÁRIO HOUAISS - SINÔNIMOS E ANTÔNIMOS,18,BIBLIOTECA,,"110,03",15/08/2018,Bom,,GOI,B
3353,118558,LIVRO TCU - COMUNICAÇÃO EM PROSA MODERNA,18,BIBLIOTECA,,"38,17",15/08/2018,Bom,,GOI,B
3354,118559,LIVRO TCU - DICIONÁRIO PRÁTICO DE REGÊNCIA VERBAL,18,BIBLIOTECA,,"69,73",15/08/2018,Bom,,GOI,B
3355,118560,LIVRO TCU - A PRACTICAL ENGLISH GRAMMAR,18,BIBLIOTECA,,"0,01",15/08/2018,Bom,,GOI,B
3356,118561,LIVRO TCU - DICIONÁRIO DE REGIMES DE SUBSTANTIVOS E ADJETIVOS,18,BIBLIOTECA,,"0,01",15/08/2018,Bom,,GOI,B
3357,118562,LIVRO TCU - WRITING EFFECTIVE USE CASES,18,BIBLIOTECA,,"86,14",15/08/2018,Bom,,GOI,B
3358,118563,LIVRO TCU - UML COMPONENTS,18,BIBLIOTECA,,"124,32",15/08/2018,Bom,,GOI,B
3359,118564,LIVRO TCU - MANUAL DE HIDRÁULICA,18,BIBLIOTECA,,"88,93",15/08/2018,Bom,,GOI,B
3360,118565,LIVRO TCU - INSTALAÇÕES PREDIAIS HIDRÁULICO-SANITÁRIAS E DE GÁS,18,BIBLIOTECA,,73,15/08/2018,Bom,,GOI,B
3361,118568,"MONITOR DE VÍDEO / DE 20 POLEGADAS, LCD, WIDESCREEN",35,BIBLIOTECA,,"149,35",27/09/2018,Bom,,GOI,B
3362,118569,"MONITOR DE VÍDEO / DE 20 POLEGADAS, LCD, WIDESCREEN",35,BIBLIOTECA,,"149,35",27/09/2018,Bom,,GOI,B
3363,118570,"MONITOR DE VÍDEO / DE 20 POLEGADAS, LCD, WIDESCREEN",35,BIBLIOTECA,,"149,35",27/09/2018,Bom,,GOI,B
3364,118571,"MONITOR DE VÍDEO / DE 20 POLEGADAS, LCD, WIDESCREEN",35,COORDENAÇÃO ACADÊMICA,,"149,35",27/09/2018,Bom,,GOI,B
3365,118572,"MONITOR DE VÍDEO / DE 20 POLEGADAS, LCD, WIDESCREEN",35,BIBLIOTECA,,"149,35",27/09/2018,Bom,,GOI,B
3366,118582,"MONITOR DE VÍDEO LCD, WIDESCREEN",35,CAMPUS CID. GOIÁS,,"148,71",17/10/2018,Bom,,GOI,B
3367,118583,"MONITOR DE VÍDEO LCD, WIDESCREEN",35,CAMPUS CID. GOIÁS,,"148,71",17/10/2018,Bom,,GOI,B
3368,118584,"MONITOR DE VÍDEO LCD, WIDESCREEN",35,CAMPUS CID. GOIÁS,,"148,71",17/10/2018,Bom,,GOI,B
3369,118585,"MONITOR DE VÍDEO LCD, WIDESCREEN",35,CAMPUS CID. GOIÁS,,"148,71",17/10/2018,Bom,,GOI,B
3370,118601,COMPUTADOR DE MESA  INTEL CORE I7-3770 8 GB DE MEMÓRIA RAM,35,COORDENAÇÃO ACADÊMICA,,"273,49",22/08/2018,Bom,,GOI,B
3371,118602,COMPUTADOR DE MESA DELL 8GB MEMÓRIA RAM,35,COORDENAÇÃO CURSO LICENCIATURA ARTES VISUAIS,B6T SALA COORD ARTES VISUAIS,"273,49",16/02/2018,Bom,,GOI,B
3372,118603,COMPUTADOR DE MESA  INTEL CORE I7-3770 8 GB DE MEMÓRIA RAM,35,COORDENAÇÃO ACADÊMICA,,"273,49",22/08/2018,Bom,,GOI,B
3373,118604,COMPUTADOR DE MESA  INTEL CORE I7-3770 8 GB DE MEMÓRIA RAM,35,COORDENAÇÃO ACADÊMICA,,"273,49",22/08/2018,Bom,,GOI,B
3374,118605,COMPUTADOR DE MESA DELL 8GB MEMÓRIA RAM,35,SETOR DE AQUISIÇÕES E CONTRATOS,CAC,"273,49",16/02/2018,Bom,,GOI,B
3375,118606,COMPUTADOR DE MESA DELL 8GB MEMÓRIA RAM,35,COORDENAÇÃO DE REGISTROS ACADÊMICOS,CORAE,"273,49",16/02/2018,Bom,,GOI,B
3376,118607,COMPUTADOR DE MESA  INTEL CORE I7-3770 8 GB DE MEMÓRIA RAM,35,COORDENAÇÃO CURSO LICENCIATURA ARTES VISUAIS,B6 T607 ATELIE DE GRAVURA,"234,42",22/08/2018,Bom,,GOI,B
3377,118608,COMPUTADOR DE MESA  INTEL CORE I7-3770 8 GB DE MEMÓRIA RAM,35,COORDENAÇÃO ACADÊMICA,TI,"273,49",22/08/2018,Bom,,GOI,B
3378,118609,COMPUTADOR DE MESA  INTEL CORE I7-3770 8 GB DE MEMÓRIA RAM,35,COORDENAÇÃO ACADÊMICA,B6 S602 LAB EDICAO DE VIDEO,"273,49",22/08/2018,Bom,,GOI,B
3379,118610,COMPUTADOR DE MESA  INTEL CORE I7-3770 8 GB DE MEMÓRIA RAM,35,COORDENAÇÃO ACADÊMICA,,"273,49",22/08/2018,Bom,,GOI,B
3380,118611,COMPUTADOR DE MESA  INTEL CORE I7-3770 8 GB DE MEMÓRIA RAM,35,COORDENAÇÃO ACADÊMICA,,"273,49",22/08/2018,Bom,,GOI,B
3381,118612,COMPUTADOR DE MESA DELL 8GB MEMÓRIA RAM,35,SETOR DE ADMINISTRAÇÃO DE TECNOLOGIA DA INFORMAÇÃO,B6 S608 NPD,"273,49",16/02/2018,Bom,,GOI,B
3382,118613,COMPUTADOR DE MESA  INTEL CORE I7-3770 8 GB DE MEMÓRIA RAM,35,COORDENAÇÃO CURSO LICENCIATURA ARTES VISUAIS,B6T SALA COORD ARTES - RECEPO,"273,49",22/08/2018,Bom,,GOI,B
3383,118614,COMPUTADOR DE MESA DELL 8GB MEMÓRIA RAM,35,COORDENAÇÃO DE ALMOXARIFADO E PATRIMÔNIO,,"273,49",16/02/2018,Bom,,GOI,B
3384,118615,COMPUTADOR DE MESA DELL 8GB MEMÓRIA RAM,35,SETOR DE ADMINISTRAÇÃO DE TECNOLOGIA DA INFORMAÇÃO,,"273,49",16/02/2018,Bom,,GOI,B
3385,118616,COMPUTADOR DE MESA DELL 8GB MEMÓRIA RAM,35,SETOR DE ADMINISTRAÇÃO DE TECNOLOGIA DA INFORMAÇÃO,,"273,49",16/02/2018,Bom,,GOI,B
3386,118617,COMPUTADOR DE MESA  INTEL CORE I7-3770 8 GB DE MEMÓRIA RAM,35,COORDENAÇÃO ACADÊMICA,,"273,49",22/08/2018,Bom,,GOI,B
3387,118618,COMPUTADOR DE MESA  INTEL CORE I7-3770 8 GB DE MEMÓRIA RAM,35,COORDENAÇÃO ACADÊMICA,,"273,49",22/08/2018,Bom,,GOI,B
3388,118619,COMPUTADOR DE MESA  INTEL CORE I7-3770 8 GB DE MEMÓRIA RAM,35,NUCLEO DE ATENDIMENTO A PESSOAS COM NECESSIDADES ESPECIFICAS,B2 SALA DO NAPNE,"273,49",22/08/2018,Bom,,GOI,B
3389,118620,COMPUTADOR DE MESA  INTEL CORE I7-3770 8 GB DE MEMÓRIA RAM,35,COORDENAÇÃO CURSO TECNICO INTEGRADO AUDIO E VIDEO,,"273,49",22/08/2018,Bom,,GOI,B
3390,118621,COMPUTADOR DE MESA  INTEL CORE I7-3770 8 GB DE MEMÓRIA RAM,35,COORDENAÇÃO ACADÊMICA,B5 T502 CA/CAPD,"273,49",22/08/2018,Bom,,GOI,B
3391,118622,COMPUTADOR DE MESA  INTEL CORE I7-3770 8 GB DE MEMÓRIA RAM,35,COORDENAÇÃO ACADÊMICA,,"273,49",22/08/2018,Bom,,GOI,B
3392,118623,COMPUTADOR DE MESA DELL 8GB MEMÓRIA RAM,35,COORDENAÇÃO ACADÊMICA,,"234,42",12/03/2018,Bom,,GOI,B
3393,118624,COMPUTADOR DE MESA DELL 8GB MEMÓRIA RAM,35,COORDENAÇÃO ACADÊMICA,B6 S608 NPD,"234,42",12/03/2018,Bom,,GOI,B
3394,118625,"MICROCOMPUTADOR DE MESA / PROCESSADOR INTEL CORE I7-3770, 8 GB DE",35,COORDENAÇÃO ACADÊMICA,LABORATORIO DE SOLOS,"234,42",22/08/2018,Bom,,GOI,B
3395,118626,COMPUTADOR DE MESA  INTEL CORE I7-3770 8 GB DE MEMÓRIA RAM,35,COORDENAÇÃO ACADÊMICA,B5 T502 CA/CAPD,"234,42",22/08/2018,Bom,,GOI,B
3396,118627,COMPUTADOR DE MESA  INTEL CORE I7-3770 8 GB DE MEMÓRIA RAM,35,SALA DE REUNIÃO,B5 T502 CA/CAPD,"234,42",22/08/2018,Bom,,GOI,B
3397,118628,COMPUTADOR DE MESA  INTEL CORE I7-3770 8 GB DE MEMÓRIA RAM,35,SETOR DE ADMINISTRAÇÃO DE TECNOLOGIA DA INFORMAÇÃO,,"234,42",22/08/2018,Bom,,GOI,B
3398,118629,COMPUTADOR DE MESA  INTEL CORE I7-3770 8 GB DE MEMÓRIA RAM,35,CHEFIA DE GABINETE,B1 CG,"234,42",22/08/2018,Bom,,GOI,B
3399,118630,COMPUTADOR DE MESA DELL 8GB MEMÓRIA RAM,35,COORDENAÇÃO ACADÊMICA,,"234,42",12/03/2018,Bom,,GOI,B
3400,118631,"MICROCOMPUTADOR DELL, OPTIPLEX 7010, INTEL CORE I7-3770, 8 GB",35,DIRETORIA GERAL,,"234,42",31/10/2019,Bom,,GOI,B
3401,118632,COMPUTADOR DE MESA DELL 8GB MEMÓRIA RAM,35,"GERÊNCIA DE PESQUISA, PÓS-GRADUAÇÃO E EXTENSÃO",,"234,42",12/03/2018,Bom,,GOI,B
3402,118633,COMPUTADOR DE MESA DELL 8GB MEMÓRIA RAM,35,COORDENAÇÃO DE COMUNICAÇÃO E EVENTOS,B1 CCS,"234,42",12/03/2018,Bom,,GOI,B
3403,118634,COMPUTADOR DE MESA DELL 8GB MEMÓRIA RAM,35,COORDENAÇÃO ACADÊMICA,B6 S602 LAB EDICAO DE VIDEO,"234,42",12/03/2018,Bom,,GOI,B
3404,118635,COMPUTADOR DE MESA DELL 8GB MEMÓRIA RAM,35,COORDENAÇÃO ACADÊMICA,,"234,42",12/03/2018,Bom,,GOI,B
3405,118636,COMPUTADOR DE MESA DELL 8GB MEMÓRIA RAM,35,COORDENAÇÃO ACADÊMICA,,"234,42",12/03/2018,Bom,,GOI,B
3406,118637,COMPUTADOR DE MESA DELL 8GB MEMÓRIA RAM,35,COORDENAÇÃO ACADÊMICA,,"234,42",12/03/2018,Bom,,GOI,B
3407,118638,COMPUTADOR DE MESA DELL 8GB MEMÓRIA RAM,35,COORDENAÇÃO ACADÊMICA,,"234,42",12/03/2018,Bom,,GOI,B
3408,118639,COMPUTADOR DE MESA DELL 8GB MEMÓRIA RAM,35,COORDENAÇÃO ACADÊMICA,,"234,42",12/03/2018,Bom,,GOI,B
3409,118640,COMPUTADOR DE MESA DELL 8GB MEMÓRIA RAM,35,COORDENAÇÃO ACADÊMICA,B6 S602 LAB EDICAO DE VIDEO,"234,42",12/03/2018,Bom,,GOI,B
3410,118641,COMPUTADOR DE MESA DELL 8GB MEMÓRIA RAM,35,COORDENAÇÃO ACADÊMICA,,"234,42",12/03/2018,Bom,,GOI,B
3411,118642,COMPUTADOR DE MESA DELL 8GB MEMÓRIA RAM,35,COORDENAÇÃO ACADÊMICA,,"234,42",12/03/2018,Bom,,GOI,B
3412,118643,COMPUTADOR DE MESA DELL 8GB MEMÓRIA RAM,35,COORDENAÇÃO ACADÊMICA,,"234,42",12/03/2018,Bom,,GOI,B
3413,118643,COMPUTADOR DE MESA DELL 8GB MEMÓRIA RAM,35,COORDENAÇÃO ACADÊMICA,,"234,42",12/03/2018,Bom,,GOI,B
3414,118644,COMPUTADOR DE MESA DELL 8GB MEMÓRIA RAM,35,COORDENAÇÃO ACADÊMICA,,"234,42",12/03/2018,Bom,,GOI,B
